,County Name,Overdoses,Hospitals,Median_Age,Average_Family_Size,Number of Roads,Traffic_Volume,Population,Population_Density,Area_Sq_Miles,Number of Pharmacies,Number of Local Law Enforcements,Number of Fire Departments,Crude Depression Prevalence Estimate,Percent_Male,Shannon_Weiner,Percent_H
11847,SUWANNEE,260.0,,42.1,2.97,144.0,807054.0,6103728.0,8640.0,99662.4,,2.0,7.0,20.0,0.5171214023034066,0.3492554964220393,0.1101054810508467
11848,SWAIN,144.0,2.0,40.9,2.92,118.0,473660.0,1667222.0,3056.2,63803.780000000006,,,3.0,24.5,0.484212787284313,0.5783494059457811,0.0728860886375026
11849,SWEETWATER,381.0,1.0,33.0,3.09,665.0,2573547.0,30263485.0,2793.0,6976588.15,9.0,2.0,11.0,17.7,0.519264723666707,0.1970748827936679,0.1664530172935058
11850,SWISHER,0.0,1.0,36.9,3.11,155.0,276371.0,1227910.0,1348.5,139593.0,1.0,,4.0,21.7,0.5410550792036041,0.3488406513595372,0.4708617933439907
11851,TALBOT,0.0,1.0,45.6,2.98,134.0,185630.0,922456.0,2331.6,52891.14,,5.0,11.0,18.5,0.4832086305898729,0.5202105623926742,0.0358447885853488
11855,TALIAFERRO,0.0,,46.1,2.83,77.0,140099.0,131593.0,677.6,15051.19,,1.0,2.0,18.2,0.51125,0.5727665705270286,0.058125
11856,TALLADEGA,323.0,2.0,39.3,2.98,423.0,2125077.0,35182602.0,45768.6,321640.74,,,13.0,26.2,0.4884640166534496,0.4866958269344742,0.0253766851704996
11857,TAOS,613.0,1.0,45.2,2.85,156.0,634539.0,5218356.0,2324.4,343933.19999999995,6.0,1.0,9.0,17.0,0.4918160786581839,0.3173606633421981,0.562753036437247
11858,TARRANT,13524.0,30.0,33.4,3.2900000000000005,6394.0,93105614.0,11871810134.0,12821888.2,5768219.220000001,,13.0,36.0,19.6,0.4924340769378932,0.5531080726103503,0.3052527273107011
11859,TAYLOR,1048.0,6.0,35.49509698275862,3.008071120689655,1856.0,9140424.0,180393279.0,203263.7,1547749.99,2.0,10.0,33.0,19.6,0.5305643001456561,0.4295851277133369,0.0418174129586994
11908,TAZEWELL,2190.0,4.0,40.382742939205365,2.920493058879847,4178.0,17108623.0,496639289.0,762765.9,2636396.2,,14.0,32.0,17.0,0.4966631001223915,0.1538323340813924,0.0277959526137124
11912,TEHAMA,572.0,1.0,39.5,3.09,628.0,3684026.0,40039396.0,13439.2,1860280.44,11.0,3.0,4.0,19.5,0.49977776074795,0.2956145142599929,0.283991110429918
11913,TELFAIR,0.0,,,,,,,,,,3.0,5.0,18.9,0.6193945280880686,0.5100734384126162,0.1839080459770115
11914,TELLER,107.0,1.0,46.9,2.79,125.0,713494.0,2952500.0,5225.0,69873.75,4.0,3.0,6.0,18.5,0.5079856780786096,0.219995180396859,0.0872993522951281
11915,TERRELL,0.0,,40.20267857142857,3.100357142857143,224.0,499192.0,1873265.0,5448.0,130182.62,,1.0,6.0,20.0,0.485720813342472,0.5249944937535392,0.0351839159241489
11919,TERRY,0.0,1.0,35.1,3.23,133.0,384037.0,1694952.0,1888.6,118487.04,2.0,,1.0,21.9,0.5268436068124838,0.2345648684395864,0.5820869715570156
11920,TETON,0.0,3.0,40.17196765498653,2.9516172506738543,371.0,1011554.0,4712194.0,2769.4,956785.28,9.0,1.0,9.0,17.8,0.5243941326530612,0.1438863788417296,0.1631855867346938
11929,TEXAS,0.0,2.0,37.10601503759399,3.074962406015038,532.0,778180.0,12634800.0,8805.2,841200.28,4.0,,17.0,24.1,0.5304310072623935,0.2190334033109945,0.0269182191348279
11933,THAYER,0.0,1.0,49.1,2.79,122.0,155100.0,639280.0,1110.2,70137.8,1.0,,6.0,16.4,0.4996929375639713,0.1016626927609062,0.0327533265097236
11934,THOMAS,82.0,2.0,38.76414253897551,2.9879955456570158,898.0,2776433.0,27729986.0,47648.2,662388.64,3.0,6.0,8.0,19.9,0.4777331489651237,0.5107476272028082,0.0411755668225017
11943,THROCKMORTON,0.0,1.0,46.6,2.83,115.0,40421.0,188600.0,207.0,105281.35,,,1.0,21.9,0.5019354838709678,0.1402083647265567,0.1354838709677419
11944,THURSTON,3099.0,4.0,29.4,3.69,73.0,111395.0,503846.0,1277.5,28913.84,47.0,1.0,20.0,18.8,0.4986937144613493,0.5362443588709641,0.0862148455509451
11948,TIFT,274.0,1.0,34.6,3.12,505.0,2953784.0,20535320.0,75346.0,135754.1,,3.0,3.0,20.6,0.4850043465662127,0.4975885732611337,0.1310006761325219
11949,TILLAMOOK,71.0,1.0,,,,,,,,5.0,3.0,7.0,21.7,0.5059113657793574,0.2177031489402912,0.1107202437078407
11950,TILLMAN,0.0,,41.0,2.9599999999999995,186.0,123860.0,1481118.0,1692.6,163560.96,,,4.0,23.0,0.4933352443743729,0.4273631830026518,0.2872294682528307
11951,TIOGA,317.0,1.0,42.423732251521294,2.866105476673428,1479.0,2158599.0,66293229.0,75951.0,1466427.3299999998,,1.0,24.0,20.7,0.5024909989114963,0.1350631604773841,0.0221887297998827
11955,TIPPECANOE,1706.0,4.0,27.9,3.02,2196.0,10399771.0,387279972.0,753667.2,1105422.48,,5.0,13.0,22.6,0.5137533979450712,0.4130175559345306,0.0930175871808051
11956,TIPTON,938.0,2.0,38.36632653061225,3.104744897959184,588.0,1755162.0,28303029.0,63851.4,240698.85,,5.0,15.0,22.2,0.506607642731593,0.1328616254969749,0.0337217629060608
11960,TITUS,0.0,1.0,32.5,3.44,179.0,1425206.0,5873169.0,13586.1,76207.46,,1.0,5.0,22.1,0.4933350422968469,0.3749561118903953,0.4578313253012048
11961,TODD,0.0,3.0,39.93472,3.087664,625.0,958432.0,13317937.0,16684.6,525979.68,8.0,2.0,14.0,25.6,0.5081425346662367,0.2703052485759358,0.0498226378587552
11970,TOLLAND,1601.0,3.0,38.0,3.0,994.0,7376950.0,152733070.0,363903.4,414607.34,,3.0,18.0,20.5,,,
11971,TOM GREEN,444.0,2.0,34.3,3.05,307.0,2128768.0,34630828.0,21950.5,472997.97,,1.0,11.0,22.1,0.5005130706860007,0.2735275369257878,0.4272701275106819
11972,TOMPKINS,928.0,1.0,29.800000000000004,2.84,567.0,2139883.0,58117500.0,117142.2,278686.17,,,16.0,19.5,0.4921595388300867,0.4343732153545719,0.0553938364335684
11973,TOOELE,608.0,1.0,29.5,3.64,325.0,1502210.0,19528925.0,2600.0,2367985.7499999995,7.0,1.0,6.0,26.7,0.5110341031350865,0.2286698159506228,0.150499161808492
11974,TOOMBS,86.0,1.0,35.9,3.14,335.0,1006533.0,9244660.0,24589.000000000004,124271.6,,2.0,1.0,21.0,0.4799344188992808,0.4748412274082136,0.1229273018593732
11975,TOWNER,0.0,1.0,50.3,2.71,103.0,33840.0,235355.0,226.6,107282.74,2.0,,4.0,17.9,0.5222868217054264,0.2282591897998437,0.0363372093023255
11976,TOWNS,0.0,1.0,51.2,2.65,92.0,244185.0,987252.0,5593.599999999999,15835.96,,1.0,2.0,19.1,0.4763336416897934,0.1285817140138345,0.0272895467160037
11977,TRAILL,0.0,2.0,42.4,2.88,235.0,261935.0,1926295.0,2209.0,202689.85,2.0,,7.0,17.2,0.5154561447599899,0.189736008998658,0.0417190248806232
11978,TRAVIS,10091.0,16.0,32.0,3.2,7236.0,80447150.0,7729878708.0,7242512.399999999,7404671.159999999,,2.0,13.0,21.8,0.5119364975015757,0.4901612276954062,0.3301161910563344
11979,TREMPEALEAU,0.0,2.0,40.8,2.95,273.0,626655.0,7984977.0,10592.4,202563.27,,1.0,12.0,19.9,0.510663775526716,0.149011641560664,0.0958283439593514
11980,TREUTLEN,0.0,,36.7,3.07,139.0,401286.0,957849.0,4726.0,28147.5,,1.0,1.0,21.3,0.5082482325216026,0.4694550009395462,0.0350353495679497
11981,TRINITY,0.0,1.0,47.77741935483871,2.838387096774194,186.0,436218.0,2686782.0,2828.4,282410.58,3.0,2.0,16.0,19.1,0.5154299474051074,0.3610361220537356,0.0771814206957734
11985,TRIPP,0.0,1.0,45.2,2.93,62.0,99315.0,346704.0,217.0,100290.58,1.0,,2.0,15.4,0.5114106019766397,0.3926797495947221,0.0260557053009883
11986,TROUP,542.0,1.0,36.3,3.12,464.0,2842234.0,31719504.0,69739.20000000001,206981.12,,3.0,3.0,20.2,0.4786226154350272,0.5512708189443947,0.0421706486586599
11987,TRUMBULL,4703.0,2.0,42.7,2.95,1819.0,7521573.0,382322877.0,600997.6,1157939.02,,2.0,30.0,23.8,0.493907088709798,0.291188991163757,0.0221238717523163
11988,TULARE,3156.0,4.0,29.6,3.74,2151.0,19032767.0,965205324.0,196601.4,10407871.62,58.0,10.0,12.0,18.2,0.5018762668989664,0.3420670922466208,0.6699340793727908
11989,TULSA,7777.0,16.0,35.2,3.07,3622.0,40806261.0,2210796360.0,3723053.8,2126114.0,39.0,2.0,18.0,23.0,0.4915982390405073,0.6183617577897558,0.1419219969351509
11990,TUOLUMNE,595.0,1.0,47.1,2.77,329.0,1907300.0,18203899.0,7994.7,748978.3700000001,10.0,2.0,11.0,18.3,0.5146797234600502,0.2872644561093663,0.136161082686912
11991,TURNER,0.0,1.0,39.23022222222222,3.068311111111111,225.0,665389.0,2006475.0,6393.7,75390.23,4.0,3.0,11.0,20.9,0.4797557113775164,0.5167684232966001,0.0524768152001809
11995,TUSCALOOSA,1754.0,4.0,31.300000000000004,3.02,1161.0,11142027.0,231216633.0,167300.1,1568685.15,,,17.0,24.6,0.4821099755046878,0.5016335856240326,0.0414730973899822
11996,TUSCARAWAS,1044.0,2.0,40.9,2.9700000000000006,755.0,2594015.0,70313905.0,122310.0,431550.45,,1.0,18.0,22.6,0.4996247430305535,0.1355407913144797,0.0383849810196112
11997,TWIGGS,0.0,,45.0,2.99,138.0,510710.0,1245450.0,3436.2,50015.34,,2.0,2.0,19.3,0.4899739583333333,0.5137469136648227,0.031640625
11998,TWIN FALLS,887.0,1.0,34.4,3.16,421.0,2008810.0,33117544.0,16882.100000000002,811734.3099999999,17.0,3.0,6.0,20.6,0.4956881830601093,0.2117721732297505,0.1820035006830601
11999,UINTAH,290.0,1.0,29.1,3.5,166.0,540689.0,5665414.0,1195.2,747237.38,6.0,1.0,4.0,23.4,0.5083600333862847,0.304331395296018,0.0903314396489055
12000,ULSTER,2809.0,2.0,42.0,2.97,890.0,3982327.0,163196630.0,139819.0,1033806.2,,5.0,41.0,19.4,0.4987083079657085,0.3366057247739433,0.1155666716030693
12001,UMATILLA,599.0,2.0,35.7,3.17,820.0,3362889.0,62791500.0,19270.0,2649764.4,15.0,2.0,12.0,22.4,0.5274948575702799,0.2869696949445326,0.2906314280371501
12002,UNICOI,102.0,1.0,44.9,2.81,146.0,508034.0,2687714.0,14337.2,27229.0,,,4.0,26.8,0.4996605182754328,0.1201285988537255,0.0632001810569197
12003,UNION,9886.0,22.0,38.61554121151936,3.1094985104270108,8056.0,52778333.0,1311589889.0,8891211.3,4392293.04,16.0,25.0,126.0,23.3,0.4895104895104895,0.4932329932846355,0.0428056791693155
12309,UPSHUR,20.0,1.0,40.71471471471472,2.9769969969969967,333.0,1164395.0,11189241.0,22378.2,163330.42,,1.0,16.0,23.6,0.4966578798719638,0.3209511757872649,0.0986866880060252
12313,UPSON,0.0,1.0,40.3,3.0,250.0,697041.0,6799250.0,20725.0,81892.5,,2.0,4.0,21.0,0.4742932421847183,0.4719117212154,0.0266680908637755
12314,UPTON,0.0,2.0,36.4,3.15,68.0,117817.0,229772.0,183.6,84444.44,,,,20.3,0.5028553299492385,0.2792306309254927,0.5561548223350253
12315,UTAH,3254.0,8.0,24.5,3.88,1650.0,20874609.0,883408350.0,397815.0,3535636.5,61.0,1.0,34.0,23.7,0.5089659669093466,0.2472715418358198,0.1311183684161074
12316,UVALDE,0.0,1.0,35.3,3.33,228.0,684147.0,6050208.0,3853.2,355369.92000000004,,2.0,5.0,20.7,0.4958700882117081,0.1790788917927214,0.7235765838011227
12317,VALDEZ-CORDOVA (CA),0.0,,,,,,,,,,,,,,,
12318,VALENCIA,1344.0,,37.6,3.1800000000000006,442.0,2613514.0,34822086.0,31691.4,472175.34,11.0,1.0,10.0,17.9,0.5044441598360656,0.3420258932839233,0.6161629098360656
12319,VALLEY,0.0,4.0,46.51987179487179,2.801217948717949,312.0,463672.0,2442360.0,986.2,1129772.42,6.0,3.0,9.0,17.6,0.5171694480102695,0.1570459823944946,0.0552792041078305
12328,VAN BUREN,0.0,4.0,42.44676681907251,2.983899412148922,1531.0,2378579.0,43132832.0,72655.8,818176.53,2.0,10.0,33.0,24.4,0.5037262451869333,0.1504660919009433,0.0362687864861507
12344,VAN WERT,73.0,2.0,40.3,2.98,358.0,838338.0,10311832.0,25060.0,146937.52,,,7.0,21.8,0.4958809830025374,0.1266244366988938,0.0412944488859536
12345,VAN ZANDT,207.0,,42.1,3.0400000000000005,484.0,1381532.0,25788488.0,29620.800000000003,415959.2799999999,,3.0,10.0,23.6,0.4939308611336483,0.2062147431327071,0.1366232361316597
12346,VANCE,683.0,1.0,38.4,3.07,459.0,2138530.0,20903778.0,77295.6,123824.43,,,7.0,21.0,0.4706915373297261,0.5411981637909932,0.0897764488110494
12347,VANDERBURGH,2524.0,3.0,,,,,,,,,2.0,5.0,25.3,0.4898856150970269,0.3622049258615484,0.0330803809862916
12348,VENANGO,581.0,1.0,44.3,2.85,653.0,1511460.0,35881044.0,52566.5,446012.06,,2.0,15.0,21.9,0.498422966430279,0.1179996985173165,0.0123751933623962
12349,VENTURA,8538.0,7.0,36.2,3.47,1769.0,39893074.0,1461153313.0,784374.6,3285050.69,35.0,5.0,7.0,16.6,0.4983479561136433,0.413380647954738,0.4446286054011206
12350,VERMILION,994.0,5.0,39.50473372781065,2.969467455621302,2366.0,8027470.0,190264774.0,207697.0,2188791.22,,14.0,29.0,18.3,0.502661155425301,0.3770351845517115,0.0572874186101165
12352,VICTORIA,247.0,2.0,36.4,3.15,283.0,2619880.0,25002767.0,27649.1,251340.79,,,9.0,21.1,0.4937242628891451,0.2865420542474101,0.4928238071707022
12353,VIGO,1021.0,4.0,36.0,2.95,459.0,3610157.0,49740453.0,120625.2,188369.01,,2.0,15.0,23.2,0.5053015867026395,0.3154349115671982,0.0298285002735694
12354,VILAS,10.0,2.0,50.7,2.66,251.0,664630.0,5389723.0,5296.1,255472.82,,,12.0,18.5,0.5168539325842697,0.2918178875921279,0.0266801329798426
12355,VINTON,399.0,,39.6,3.03,177.0,232614.0,2388615.0,5734.8,73463.85,,,5.0,26.2,0.5054516514126542,0.1076368957204268,0.0123358535614803
12356,VIRGINIA BEACH (CITY),4160.0,,,,,,,,,,,,,,,
12357,VOLUSIA,12285.0,6.0,,,,,,,,,12.0,13.0,19.5,0.4903797013770908,0.3812972172252531,0.1669083827124684
12358,WABASH,246.0,2.0,41.77320977253581,2.91363100252738,1187.0,2294362.0,23215209.0,73351.09999999999,353464.74,,5.0,11.0,17.7,0.496527464598178,0.1780820195757997,0.0324704609001533
12362,WAGONER,741.0,1.0,37.2,3.08,391.0,1692837.0,29473189.0,48366.7,231002.8,2.0,,10.0,23.5,0.500173122201191,0.5381199694877633,0.0825331240478279
12363,WAHKIAKUM,0.0,,52.1,2.69,38.0,80555.0,154014.0,528.2,10894.6,1.0,,3.0,25.1,0.507679180887372,0.2659001680208299,0.0656996587030716
12364,WAKE,8147.0,6.0,34.4,3.12,4772.0,69282600.0,4494388900.0,5016326.4,4090128.92,,1.0,20.0,20.3,0.4910363304145203,0.5943865402475622,0.1058721503700785
12365,WAKULLA,228.0,,38.7,3.03,114.0,460488.0,3584046.0,5688.599999999999,70255.92,,1.0,6.0,20.2,0.5355335721189379,0.3772096812045091,0.0451418500198988
12366,WALKER,2240.0,2.0,40.43806998939555,2.990318133616119,943.0,3569016.0,64167028.0,112275.0,587819.95,,4.0,30.0,27.7,0.4875425480657144,0.2469513221270394,0.0324220146411974
12375,WALLA WALLA,399.0,1.0,36.6,3.05,188.0,1171548.0,11161560.0,8497.6,244227.04,13.0,,5.0,25.2,0.5068347067377605,0.2686922574563359,0.2339634835999353
12376,WALLER,143.0,,31.800000000000004,3.29,517.0,2906145.0,23043207.0,43117.8,267868.04,,1.0,7.0,21.1,0.4972695253174782,0.5195103625354642,0.3196917310240088
12377,WALLOWA,0.0,1.0,50.5,2.7,110.0,174199.0,782100.0,242.00000000000003,346687.0,2.0,,4.0,21.8,0.4887060974017496,0.1638173912588844,0.0415197806502154
12378,WALSH,0.0,2.0,45.7,2.88,367.0,430085.0,4096454.0,3156.2,474949.38000000006,4.0,,14.0,17.7,0.5179153094462541,0.1928582616189622,0.1261735964744204
12379,WALTON,1995.0,4.0,39.1397212543554,3.0673519163763068,574.0,3964481.0,42376864.0,101175.2,352107.14,,6.0,12.0,19.2,0.5066743493709785,0.2840212547207473,0.0706208585422068
12383,WALWORTH,946.0,3.0,38.72235834609495,3.028897396630934,653.0,2682475.0,62019992.0,106766.9,385385.68,3.0,1.0,17.0,14.5,0.5122507122507123,0.4204825909107914,0.0207027540360873
12387,WARD,613.0,3.0,33.488379204892965,2.9816819571865447,981.0,4935363.0,55306029.0,26884.4,1836165.21,9.0,1.0,16.0,18.6,0.5220996079570205,0.3497001394253781,0.0703063743284449
12391,WARE,421.0,1.0,38.3,3.03,465.0,1822413.0,16896705.0,18600.0,421717.8,,3.0,2.0,20.4,0.4958162520357163,0.5041375156513461,0.0492502948278766
12392,WARREN,5284.0,15.0,39.359210891914415,2.997507641011392,7198.0,31260664.0,554086021.0,1163698.3,3930410.45,7.0,14.0,124.0,19.5,0.4783705140640155,0.5049526998004203,0.020368574199806
12588,WARRICK,528.0,3.0,39.7,3.02,512.0,2357284.0,31151616.0,78182.4,200181.76,,4.0,11.0,21.6,0.4950525427629055,0.2155589240976501,0.0231188156784536
12589,WASCO,236.0,1.0,41.8,2.9799999999999995,369.0,1197277.0,9398799.0,3874.5,883902.6,6.0,,7.0,22.4,0.5064944843944129,0.2734621496933165,0.2124167011784195
12590,WASHAKIE,0.0,1.0,41.8,2.93,163.0,249295.0,1412884.0,619.4,365563.36,3.0,1.0,2.0,17.0,0.5147039771991191,0.1789071745674212,0.1417282031351211
12591,WASHBURN,0.0,2.0,47.6,2.75,210.0,476420.0,3328500.0,3927.0,179151.0,3.0,1.0,4.0,20.0,0.5035184199633375,0.1483858748420216,0.0212287859972798
12592,WASHINGTON,16948.0,52.0,39.570533265617065,3.0106439817166075,19690.0,101465590.0,3588829083.0,5163402.899999999,14062840.22,179.0,49.0,334.0,25.6,0.4914032535378918,0.5741264711522985,0.0183176828461843
13522,WASHITA,0.0,1.0,39.1,2.98,142.0,261010.0,1675032.0,1633.0,143270.9,2.0,,10.0,23.3,0.5015840477077897,0.3049031646608725,0.1111628773760715
13523,WASHOE,6792.0,9.0,36.9,3.11,2538.0,30451992.0,1086873120.0,163447.2,16605118.8,68.0,,12.0,19.1,0.5088707485732116,0.4276594584495605,0.2620559844588269
13524,WATAUGA,327.0,1.0,28.7,2.7700000000000005,191.0,2009610.0,10094350.0,31113.9,59880.41,,,10.0,24.7,0.498139374466772,0.181131079745958,0.0406614750676178
13525,WAUKESHA,3554.0,8.0,41.9,3.0,1930.0,16423055.0,759856440.0,1295995.0,1120558.0,,4.0,25.0,18.1,0.497215142994976,0.2417717129810016,0.0543254213832187
13526,WAUPACA,20.0,2.0,43.4,2.88,317.0,1116575.0,16799415.0,21714.5,242581.08,,,13.0,19.5,0.5101382846488502,0.1180815932212318,0.0365716283405842
13527,WAYNE,7908.0,36.0,38.97588439860895,3.102529080225447,16678.0,144392097.0,16231857979.0,26806037.5,10302117.48,3.0,50.0,177.0,20.9,0.510130761263594,0.4536623203664366,0.0679052304505437
13783,WAYNESBORO (CITY),162.0,,,,,,,,,,,,,,,
13784,WEBB,1666.0,2.0,27.8,4.05,428.0,5459770.0,110228404.0,31757.6,1444675.48,,1.0,4.0,20.1,0.4976323847934872,0.0961469646490283,0.9529165733064456
13785,WEBER,2699.0,2.0,30.8,3.4,746.0,9340055.0,177936666.0,261547.6,491979.54,37.0,,8.0,25.1,0.5082894038826091,0.2519748897179698,0.1921197799384925
13786,WEBSTER,0.0,6.0,40.00388972809668,2.9277567975830814,2648.0,4780277.0,82152464.0,126002.5,1653429.05,14.0,17.0,52.0,19.3,0.4892611683848797,0.5312522962492907,0.0648625429553264
13842,WELD,2803.0,3.0,33.1,3.24,3350.0,18339177.0,872785550.0,210715.0,13457251.5,33.0,14.0,18.0,19.7,0.5094409668281092,0.253891352818812,0.3098898839440738
13843,WELLS,43.0,2.0,44.11896869244936,2.884530386740332,543.0,1047387.0,10629424.0,26960.799999999992,375909.27,4.0,2.0,12.0,22.0,0.498958884771484,0.1261959349487155,0.0366331392271042
13847,WESTCHESTER,7005.0,12.0,,,,,,,,,7.0,57.0,16.2,0.4880511133076946,0.5447939866966568,0.2634298136056469
13848,WESTMORELAND,5706.0,5.0,45.1,2.86,2765.0,12204390.0,1014536565.0,974109.5,2865756.6,,6.0,95.0,21.3,0.4949425803208003,0.1817736822514221,0.014923719738565
13852,WESTON,0.0,1.0,42.4,2.81,64.0,98458.0,460800.0,192.0,153599.36,2.0,1.0,3.0,17.3,0.5539358600583091,0.2191729017697686,0.0549562682215743
13853,WETZEL,73.0,1.0,44.7,2.83,119.0,378195.0,1984682.0,5462.099999999999,42997.08,,,9.0,26.6,0.5008199643493761,0.0865880607019362,0.0122638146167557
13854,WHARTON,51.0,1.0,37.1,3.22,304.0,1813452.0,12665552.0,11460.8,332691.52,,,5.0,21.4,0.4965570007651109,0.3405161085093492,0.4411820964039786
13855,WHATCOM,1749.0,1.0,36.5,2.97,2222.0,12785423.0,456434352.0,206646.0,4807385.88,33.0,2.0,12.0,27.4,0.4961352887370652,0.3810099550791959,0.1053594419903154
13856,WHEELER,0.0,2.0,42.83353846153846,2.927169230769231,325.0,495972.0,1612364.0,3049.5,294498.96,2.0,4.0,13.0,19.8,0.6409625375991249,0.4813142311729805,0.0597484276729559
13872,WHITE,1444.0,3.0,42.24188790560472,2.871406096361848,2034.0,5402316.0,64372689.0,101532.4,1202490.25,6.0,15.0,47.0,26.4,0.4906308275995112,0.2459140473536658,0.0498103015883222
13897,WHITE PINE,0.0,1.0,40.7,2.9400000000000004,90.0,174930.0,913230.0,99.0,800705.6999999998,1.0,,7.0,19.9,0.5616750113791534,0.3769257831626396,0.1747837960855712
13898,WHITESIDE,175.0,2.0,41.8,2.9200000000000004,1654.0,4681620.0,97367672.0,138936.0,1152242.56,,5.0,8.0,16.8,0.4994694280800614,0.163625301804812,0.1307951260565699
13899,WHITFIELD,787.0,1.0,34.1,3.36,546.0,5199546.0,56350476.0,192465.0,158902.37999999998,,5.0,3.0,22.2,0.5006496528720474,0.2791635640563441,0.3766823100492573
13900,WHITLEY,63.0,2.0,38.98990963855422,2.995286144578313,664.0,2944548.0,23067662.0,58945.59999999999,262020.5,,6.0,20.0,23.5,0.5044329569411153,0.1158313762480932,0.0259623992837958
13904,WICHITA,1004.0,6.0,34.42698706099815,3.016611213801602,1623.0,5242070.0,200747508.0,314591.1,1037022.31,,2.0,8.0,17.2,0.5368217054263565,0.169333434786232,0.2921511627906977
13908,WILBARGER,0.0,1.0,37.9,3.02,373.0,699952.0,5045198.0,5147.400000000001,364827.57,,2.0,1.0,23.0,0.500680489952766,0.4095666429646699,0.313745897045873
13909,WILCOX,0.0,1.0,39.108888888888885,3.104361111111111,360.0,378503.0,3877302.0,6214.7,253672.25,,4.0,10.0,23.2,0.4659508897504722,0.4436707517134093,0.0153096729297146
13913,WILKES,845.0,2.0,42.7051724137931,2.9113620689655173,580.0,1991432.0,29916326.0,40861.9,389092.65,,4.0,22.0,19.9,0.4849463485779768,0.5342106593436676,0.0604229607250755
13917,WILKINSON,0.0,1.0,39.91085972850679,3.1018099547511317,221.0,343119.0,2152863.0,4161.6,118026.77,,7.0,4.0,19.9,0.481856928925239,0.5076786547901885,0.0330607072917866
13921,WILL,5947.0,4.0,35.4,3.4100000000000006,3353.0,35514344.0,2289837466.0,2675358.7,2847434.66,,15.0,28.0,15.0,0.5003466057750406,0.4678290304700757,0.1945742920415582
13922,WILLACY,0.0,,,,,,,,,,1.0,3.0,19.3,0.5458968376110808,0.166157891454486,0.8823412599910639
13923,WILLIAMS,124.0,4.0,39.86899488926746,2.939233390119251,1174.0,3382795.0,37016000.0,61884.8,1431794.9600000002,8.0,1.0,19.0,18.8,0.5323939226954263,0.3896650276985864,0.0992941299955391
13927,WILLIAMSBURG,407.0,1.0,32.83146666666667,2.909413333333333,375.0,2291198.0,9579703.0,277604.1,188081.13,,,3.0,20.2,0.4887218045112781,0.4856038614893373,0.0310732583671568
13929,WILLIAMSON,4631.0,12.0,36.784356394990766,3.0802381441182507,4871.0,32303068.0,1388332104.0,1381315.0,4022260.01,,10.0,40.0,17.5,0.503545992952995,0.2483276752752075,0.0300622235549891
13938,WILSON,3854.0,5.0,39.78311085316309,3.0438421358096344,1723.0,8068995.0,118193769.0,244816.1,940752.81,1.0,2.0,23.0,19.6,0.4997680352586406,0.1933632078193082,0.0412897239619577
13954,WINCHESTER (CITY),271.0,,,,,,,,,,,,,,,
13955,WINDHAM,2909.0,5.0,42.05366049879324,2.897964601769912,1243.0,5638357.0,100883649.0,173852.4,823318.86,,3.0,51.0,22.7,0.4980803629859081,0.1740508759928263,0.0271803149949827
13957,WINDSOR,1151.0,3.0,45.7,2.77,825.0,2064893.0,46974675.0,47850.0,805497.0,,1.0,23.0,24.3,0.4936706683636613,0.1487853158414564,0.0222386570809397
13958,WINKLER,0.0,1.0,34.7,3.21,75.0,335377.0,547875.0,637.5,63085.5,2.0,,2.0,20.8,0.5180673419107583,0.2708451085306075,0.6418012592389817
13959,WINNEBAGO,7220.0,7.0,38.81060816012317,3.012846805234796,6495.0,42616900.0,1547702274.0,2954691.5000000005,3330051.23,3.0,17.0,32.0,17.5,0.49037166711554,0.4488190036278795,0.1505379392461763
13968,WINSTON,11.0,2.0,41.31320293398532,2.959266503667481,409.0,796107.0,8944334.0,14387.3,253999.19,,,16.0,26.8,0.4990528309829509,0.1488775333823725,0.0344769522205851
